INSERT ALL 
 INTO PSE1.Kunde VALUES ('0' , 'Samuel', 'Moore', 'Sixth Street', '83', '20472', 'Aachen', '02-07-2019', 'm', '6', '16-11-1956') 
 INTO PSE1.Kunde VALUES ('1565' , 'Jayce', 'Lopez', 'Second Street', '81', '77202', 'Wiesbaden', '19-03-2019', 'f', '5', '27-01-2003') 
 INTO PSE1.Kunde VALUES ('1566' , 'Ellie', 'Anderson', 'First Street', '56', '62964', 'Wuppertal', '16-03-2019', 'm', '9', '28-10-1993') 
 INTO PSE1.Kunde VALUES ('1567' , 'Gabriel', 'Brown', 'View Street', '43', '51025', 'Aachen', '14-01-2019', 'm', '11', '04-06-1954') 
 INTO PSE1.Kunde VALUES ('1568' , 'Jayce', 'Jones', 'Second Street', '77', '12711', 'Wiesbaden', '03-07-2019', 'm', '12', '17-05-1990') 
 INTO PSE1.Kunde VALUES ('1569' , 'Isla', 'Martin', 'Main Street', '1', '98432', 'Frankfurt am Main', '19-05-2019', 'f', '6', '18-08-1962') 
 INTO PSE1.Kunde VALUES ('1570' , 'Julian', 'Lee', 'Elm Street', '31', '56416', 'Saarbrücken', '02-09-2019', 'f', '6', '07-06-1974') 
 INTO PSE1.Kunde VALUES ('1571' , 'Ariana', 'Hernandez', 'Sixth Street', '15', '88296', 'Mönchengladbach', '10-10-2019', 'f', '11', '14-02-1983') 
 INTO PSE1.Kunde VALUES ('1572' , 'Lincoln', 'Clark', 'Elm Street', '96', '18697', 'Chemnitz', '09-06-2019', 'm', '8', '25-11-1994') 
 INTO PSE1.Kunde VALUES ('1573' , 'Ethan', 'Walker', 'Eighth Street', '35', '19680', 'Hamm', '01-06-2019', 'f', '5', '19-04-1969') 
 INTO PSE1.Kunde VALUES ('1574' , 'Caleb', 'Brown', 'Oak Street', '9', '76230', 'Hamburg', '22-05-2019', 'f', '11', '18-05-1966') 
 INTO PSE1.Kunde VALUES ('1575' , 'Henry', 'Johnson', 'First Street', '41', '38672', 'Leipzig', '24-07-2019', 'm', '5', '28-03-1957') 
 INTO PSE1.Kunde VALUES ('1576' , 'Colton', 'Johnson', 'First Street', '38', '29926', 'Karlsruhe', '05-06-2019', 'm', '5', '22-07-1999') 
 INTO PSE1.Kunde VALUES ('1577' , 'Alexander', 'Brown', 'Maple Street', '19', '38685', 'Lübeck', '05-11-2019', 'f', '4', '23-03-1977') 
 INTO PSE1.Kunde VALUES ('1578' , 'William', 'Hall', 'Elm Street', '11', '69848', 'Berlin', '09-03-2019', 'm', '5', '29-08-1955') 
 INTO PSE1.Kunde VALUES ('1579' , 'Eliana', 'Martinez', 'Maple Street', '42', '47212', 'Mönchengladbach', '10-09-2019', 'm', '5', '30-08-1983') 
 INTO PSE1.Kunde VALUES ('1580' , 'Caden', 'White', 'Elm Street', '25', '21359', 'Dresden', '07-03-2019', 'm', '8', '24-07-1975') 
 INTO PSE1.Kunde VALUES ('1581' , 'Emilia', 'Jackson', 'Sixth Street', '67', '38112', 'Leipzig', '14-08-2019', 'f', '7', '21-02-1965') 
 INTO PSE1.Kunde VALUES ('1582' , 'Henry', 'Lewis', 'Oak Street', '24', '51986', 'Rostock', '11-11-2019', 'f', '6', '03-07-1993') 
 INTO PSE1.Kunde VALUES ('1583' , 'Josiah', 'Clark', 'Elm Street', '47', '60028', 'Bonn', '15-06-2019', 'm', '13', '25-04-1962') 
 INTO PSE1.Kunde VALUES ('1584' , 'Ella', 'Miller', 'View Street', '21', '40884', 'Bielefeld', '24-08-2019', 'f', '11', '30-04-1950') 
 INTO PSE1.Kunde VALUES ('1585' , 'Mateo', 'White', 'View Street', '1', '65830', 'Mainz', '26-04-2019', 'm', '8', '16-04-1963') 
 INTO PSE1.Kunde VALUES ('1586' , 'Lila', 'Johnson', 'Oak Street', '90', '99324', 'Augsburg', '11-11-2019', 'm', '8', '31-12-1959') 
 INTO PSE1.Kunde VALUES ('1587' , 'Isaiah', 'Garcia', 'Lake Street', '6', '35387', 'Kiel', '19-04-2019', 'f', '4', '07-11-2004') 
 INTO PSE1.Kunde VALUES ('1588' , 'Hannah', 'Jones', 'Ninth Street', '26', '35212', 'Düsseldorf', '27-10-2019', 'f', '6', '23-10-2003') 
 INTO PSE1.Kunde VALUES ('1589' , 'Aiden', 'Martin', 'Park Street', '86', '44427', 'Oberhausen', '20-10-2019', 'm', '12', '17-12-2005') 
 INTO PSE1.Kunde VALUES ('1590' , 'Cameron', 'Hall', 'Cedar Street', '16', '45893', 'Leipzig', '27-06-2019', 'm', '10', '19-09-1953') 
 INTO PSE1.Kunde VALUES ('1591' , 'Jacob', 'Jackson', 'Second Street', '62', '54283', 'Hamm', '12-07-2019', 'm', '12', '27-01-1985') 
 INTO PSE1.Kunde VALUES ('1592' , 'Maya', 'Lee', 'Fourth Street', '72', '89164', 'Berlin', '22-04-2019', 'f', '10', '24-06-1984') 
 INTO PSE1.Kunde VALUES ('1593' , 'Lily', 'White', 'Fourth Street', '42', '98165', 'Oberhausen', '20-11-2019', 'f', '6', '17-11-1993') 
 INTO PSE1.Kunde VALUES ('1594' , 'Ariana', 'Garcia', 'Maple Street', '44', '47611', 'Lübeck', '23-06-2019', 'm', '12', '07-04-1961') 
 INTO PSE1.Kunde VALUES ('1595' , 'Asher', 'Jackson', 'Maple Street', '15', '46098', 'Oberhausen', '11-03-2019', 'm', '9', '10-07-1994') 
 INTO PSE1.Kunde VALUES ('1596' , 'William', 'Jackson', 'First Street', '34', '45693', 'Cologne', '16-03-2019', 'f', '8', '18-11-1969') 
 INTO PSE1.Kunde VALUES ('1597' , 'Miles', 'Lewis', 'Pine Street', '48', '83100', 'Wuppertal', '12-10-2019', 'f', '7', '21-03-1953') 
 INTO PSE1.Kunde VALUES ('1598' , 'Josiah', 'Wilson', 'Maple Street', '17', '85970', 'Osnabrück', '29-12-2019', 'm', '11', '03-06-1989') 
 INTO PSE1.Kunde VALUES ('1599' , 'Asher', 'Johnson', 'Third Street', '54', '76592', 'Oberhausen', '07-08-2019', 'f', '8', '16-10-1952') 
 INTO PSE1.Kunde VALUES ('1600' , 'Scarlett', 'Anderson', 'Fifth Street', '4', '16054', 'Halle', '06-03-2019', 'f', '11', '24-02-1975') 
 INTO PSE1.Kunde VALUES ('1601' , 'Jackson', 'Rodriguez', 'Ninth Street', '65', '51482', 'Munich', '03-12-2019', 'f', '10', '01-12-2000') 
 INTO PSE1.Kunde VALUES ('1602' , 'William', 'Harris', 'Elm Street', '4', '43140', 'Oldenburg', '09-05-2019', 'f', '6', '18-01-1977') 
 INTO PSE1.Kunde VALUES ('1603' , 'James', 'Davis', 'Main Street', '5', '14719', 'Wiesbaden', '06-09-2019', 'm', '6', '07-04-2000') 
 INTO PSE1.Kunde VALUES ('1604' , 'Sarah', 'Taylor', 'Washington Street', '58', '67962', 'Leipzig', '04-09-2019', 'f', '2', '25-11-1986') 
 INTO PSE1.Kunde VALUES ('1605' , 'Colton', 'Clark', 'Cedar Street', '63', '98561', 'Kassel', '18-10-2019', 'f', '4', '08-02-1984') 
 INTO PSE1.Kunde VALUES ('1606' , 'Hannah', 'Rodriguez', 'Fourth Street', '88', '47551', 'Mannheim', '12-03-2019', 'f', '8', '19-05-1978') 
 INTO PSE1.Kunde VALUES ('1607' , 'Luca', 'Gonzalez', 'Sixth Street', '65', '91103', 'Gelsenkirchen', '05-04-2019', 'f', '6', '25-12-1992') 
 INTO PSE1.Kunde VALUES ('1608' , 'Abigail', 'Williams', 'Pine Street', '4', '11782', 'Bremen', '03-11-2019', 'm', '13', '24-08-1997') 
 INTO PSE1.Kunde VALUES ('1609' , 'Grayson', 'Hall', 'Park Street', '60', '29449', 'Bremen', '13-03-2019', 'f', '10', '15-04-1983') 
 INTO PSE1.Kunde VALUES ('1610' , 'Avery', 'Moore', 'Third Street', '88', '22979', 'Rostock', '03-12-2019', 'f', '1', '07-03-1979') 
 INTO PSE1.Kunde VALUES ('1611' , 'Owen', 'Perez', 'Elm Street', '19', '53555', 'Karlsruhe', '25-09-2019', 'm', '10', '28-10-1992') 
 INTO PSE1.Kunde VALUES ('1612' , 'Cameron', 'Miller', 'Ninth Street', '39', '99922', 'Oberhausen', '18-07-2019', 'm', '5', '03-05-1966') 
 INTO PSE1.Kunde VALUES ('1613' , 'Mila', 'Hernandez', 'Fifth Street', '7', '61989', 'Leverkusen', '19-01-2019', 'm', '4', '06-03-2002') 
 INTO PSE1.Kunde VALUES ('1614' , 'Mason', 'White', 'Main Street', '3', '75329', 'Halle', '13-09-2019', 'f', '3', '20-05-1959') 
 INTO PSE1.Kunde VALUES ('1615' , 'Lily', 'Hernandez', 'Fourth Street', '77', '48199', 'Magdeburg', '28-07-2019', 'f', '13', '22-11-1977') 
 INTO PSE1.Kunde VALUES ('1616' , 'Charlotte', 'Thompson', 'Elm Street', '7', '66816', 'Hamburg', '23-12-2019', 'f', '4', '20-10-1995') 
 INTO PSE1.Kunde VALUES ('1617' , 'Paisley', 'Rodriguez', 'Park Street', '24', '93196', 'Oberhausen', '23-02-2019', 'f', '1', '05-09-1974') 
 INTO PSE1.Kunde VALUES ('1618' , 'Emilia', 'Taylor', 'Maple Street', '36', '81949', 'Düsseldorf', '17-05-2019', 'm', '13', '31-10-1998') 
 INTO PSE1.Kunde VALUES ('1619' , 'Levi', 'Walker', 'Maple Street', '99', '27015', 'Berlin', '31-01-2019', 'm', '7', '01-08-1986') 
 INTO PSE1.Kunde VALUES ('1620' , 'Hannah', 'Jackson', 'First Street', '79', '58361', 'Augsburg', '26-04-2019', 'm', '10', '20-06-1962') 
 INTO PSE1.Kunde VALUES ('1621' , 'Luke', 'Robinson', 'Eighth Street', '18', '30964', 'Nuremberg', '08-11-2019', 'm', '7', '07-03-2002') 
 INTO PSE1.Kunde VALUES ('1622' , 'Julian', 'Wilson', 'Maple Street', '23', '82263', 'Kassel', '04-12-2019', 'f', '8', '10-08-1961') 
 INTO PSE1.Kunde VALUES ('1623' , 'Nova', 'Harris', 'Maple Street', '37', '72772', 'Frankfurt am Main', '14-10-2019', 'm', '3', '13-01-1972') 
 INTO PSE1.Kunde VALUES ('1624' , 'Colton', 'Lee', 'Eighth Street', '79', '81779', 'Münster', '11-03-2019', 'f', '5', '26-03-1975') 
 INTO PSE1.Kunde VALUES ('1625' , 'Kinsley', 'Thompson', 'Fourth Street', '74', '66556', 'Leverkusen', '26-12-2019', 'm', '8', '22-09-1960') 
 INTO PSE1.Kunde VALUES ('1626' , 'Benjamin', 'Martinez', 'Fifth Street', '14', '67267', 'Stuttgart', '08-06-2019', 'f', '8', '13-07-1981') 
 INTO PSE1.Kunde VALUES ('1627' , 'Jackson', 'Taylor', 'Park Street', '40', '41438', 'Bonn', '20-08-2019', 'f', '13', '02-08-1986') 
 INTO PSE1.Kunde VALUES ('1628' , 'Gabriel', 'Martin', 'Second Street', '38', '74396', 'Augsburg', '22-05-2019', 'f', '4', '04-10-1975') 
 INTO PSE1.Kunde VALUES ('1629' , 'Owen', 'Walker', 'Seventh Street', '20', '18193', 'Chemnitz', '24-08-2019', 'f', '11', '24-08-1979') 
 INTO PSE1.Kunde VALUES ('1630' , 'Avery', 'Lewis', 'Elm Street', '26', '80249', 'Mönchengladbach', '15-05-2019', 'm', '9', '01-03-1996') 
 INTO PSE1.Kunde VALUES ('1631' , 'Isla', 'Wilson', 'Fourth Street', '2', '48434', 'Wiesbaden', '20-09-2019', 'f', '2', '17-09-1974') 
 INTO PSE1.Kunde VALUES ('1632' , 'Eliana', 'Taylor', 'Pine Street', '6', '24401', 'Berlin', '02-01-2019', 'f', '12', '11-09-1963') 
 INTO PSE1.Kunde VALUES ('1633' , 'Ella', 'Rodriguez', 'Sixth Street', '53', '42545', 'Mannheim', '21-12-2019', 'm', '1', '13-07-1967') 
 INTO PSE1.Kunde VALUES ('1634' , 'Adalyn', 'Hall', 'Seventh Street', '35', '75159', 'Krefeld', '04-07-2019', 'f', '13', '14-03-1971') 
 INTO PSE1.Kunde VALUES ('1635' , 'Ellie', 'Hall', 'Cedar Street', '83', '82692', 'Osnabrück', '18-11-2019', 'm', '1', '19-07-1954') 
 INTO PSE1.Kunde VALUES ('1636' , 'Charlie', 'Davis', 'Washington Street', '63', '92223', 'Mannheim', '12-10-2019', 'm', '8', '13-03-1963') 
 INTO PSE1.Kunde VALUES ('1637' , 'Aaliyah', 'Taylor', 'Second Street', '79', '75890', 'Frankfurt am Main', '06-07-2019', 'f', '12', '21-08-1988') 
 INTO PSE1.Kunde VALUES ('1638' , 'Grayson', 'Miller', 'Seventh Street', '51', '43662', 'Hamburg', '06-02-2019', 'm', '3', '12-07-2000') 
 INTO PSE1.Kunde VALUES ('1639' , 'Madelyn', 'Moore', 'View Street', '17', '93233', 'Nuremberg', '27-08-2019', 'm', '1', '04-08-1958') 
 INTO PSE1.Kunde VALUES ('1640' , 'Ariana', 'Gonzalez', 'Fourth Street', '5', '88482', 'Hagen', '19-09-2019', 'm', '11', '09-01-1963') 
 INTO PSE1.Kunde VALUES ('1641' , 'Olivia', 'Martinez', 'Sixth Street', '59', '49021', 'Nuremberg', '22-11-2019', 'm', '4', '22-08-1953') 
 INTO PSE1.Kunde VALUES ('1642' , 'Aurora', 'Rodriguez', 'Pine Street', '25', '92937', 'Mönchengladbach', '15-12-2019', 'f', '5', '28-08-1984') 
 INTO PSE1.Kunde VALUES ('1643' , 'Josiah', 'Lewis', 'Pine Street', '59', '83862', 'Aachen', '20-06-2019', 'm', '7', '03-09-1976') 
 INTO PSE1.Kunde VALUES ('1644' , 'Camilla', 'Moore', 'Second Street', '79', '27651', 'Braunschweig', '20-08-2019', 'm', '1', '30-12-2004') 
 INTO PSE1.Kunde VALUES ('1645' , 'Carter', 'Brown', 'Oak Street', '48', '85997', 'Lübeck', '31-08-2019', 'f', '5', '18-12-1986') 
 INTO PSE1.Kunde VALUES ('1646' , 'Zoe', 'Martin', 'Pine Street', '64', '52128', 'Cologne', '09-09-2019', 'f', '10', '16-05-1956') 
 INTO PSE1.Kunde VALUES ('1647' , 'Aurora', 'Gonzalez', 'View Street', '50', '44734', 'Oldenburg', '26-10-2019', 'm', '8', '08-07-1981') 
 INTO PSE1.Kunde VALUES ('1648' , 'James', 'Anderson', 'Elm Street', '98', '69283', 'Magdeburg', '13-05-2019', 'm', '9', '27-08-1961') 
 INTO PSE1.Kunde VALUES ('1649' , 'Leo', 'Lee', 'Second Street', '37', '39368', 'Augsburg', '08-03-2019', 'f', '7', '16-09-1971') 
 INTO PSE1.Kunde VALUES ('1650' , 'Aria', 'Johnson', 'Fifth Street', '54', '94614', 'Dortmund', '03-03-2019', 'm', '11', '07-06-1988') 
 INTO PSE1.Kunde VALUES ('1651' , 'Emily', 'White', 'Cedar Street', '9', '19642', 'Mainz', '11-07-2019', 'm', '3', '30-11-1995') 
 INTO PSE1.Kunde VALUES ('1652' , 'Riley', 'White', 'Park Street', '7', '26781', 'Braunschweig', '15-04-2019', 'm', '6', '12-12-1990') 
 INTO PSE1.Kunde VALUES ('1653' , 'Emily', 'Martinez', 'Washington Street', '13', '39881', 'Halle', '19-04-2019', 'f', '9', '29-06-1972') 
 INTO PSE1.Kunde VALUES ('1654' , 'Colton', 'Martin', 'Cedar Street', '37', '68499', 'Dortmund', '10-01-2019', 'f', '5', '19-07-1995') 
 INTO PSE1.Kunde VALUES ('1655' , 'Lila', 'Lee', 'Park Street', '97', '85139', 'Kiel', '03-10-2019', 'm', '12', '16-06-1958') 
 INTO PSE1.Kunde VALUES ('1656' , 'Wyatt', 'Hall', 'Cedar Street', '82', '78207', 'Essen', '15-11-2019', 'f', '9', '14-12-2004') 
 INTO PSE1.Kunde VALUES ('1657' , 'Madelyn', 'Gonzalez', 'Seventh Street', '48', '11383', 'Erfurt', '01-08-2019', 'f', '13', '11-07-1985') 
 INTO PSE1.Kunde VALUES ('1658' , 'Samuel', 'Perez', 'View Street', '37', '64413', 'Wuppertal', '02-03-2019', 'f', '3', '18-05-1958') 
 INTO PSE1.Kunde VALUES ('1659' , 'Paisley', 'Hall', 'Maple Street', '79', '35816', 'Hamburg', '17-07-2019', 'f', '3', '10-01-1989') 
 INTO PSE1.Kunde VALUES ('1660' , 'Isla', 'Anderson', 'Sixth Street', '37', '97912', 'Bielefeld', '22-05-2019', 'f', '13', '19-04-1972') 
 INTO PSE1.Kunde VALUES ('1661' , 'Miles', 'Gonzalez', 'Elm Street', '52', '89754', 'Düsseldorf', '28-06-2019', 'm', '12', '08-06-1958') 
 INTO PSE1.Kunde VALUES ('1662' , 'Gabriel', 'Lee', 'Park Street', '67', '10583', 'Karlsruhe', '26-06-2019', 'f', '11', '13-11-2002') 
 INTO PSE1.Kunde VALUES ('1663' , 'Kinsley', 'Martinez', 'Park Street', '58', '33009', 'Leipzig', '19-10-2019', 'f', '2', '16-03-1972') 
 INTO PSE1.Kunde VALUES ('1664' , 'Colton', 'Anderson', 'Fourth Street', '27', '93662', 'Karlsruhe', '10-12-2019', 'm', '9', '12-04-1979') 
 INTO PSE1.Kunde VALUES ('1665' , 'Paisley', 'Lewis', 'Lake Street', '53', '85196', 'Berlin', '28-10-2019', 'm', '12', '22-02-1979') 
 INTO PSE1.Kunde VALUES ('1666' , 'Ava', 'Walker', 'Oak Street', '49', '84949', 'Münster', '10-07-2019', 'm', '1', '13-11-1990') 
 INTO PSE1.Kunde VALUES ('1667' , 'Kinsley', 'Jones', 'Washington Street', '72', '37768', 'Mülheim an der Ruhr', '05-10-2019', 'm', '6', '21-11-1996') 
 INTO PSE1.Kunde VALUES ('1668' , 'Mateo', 'Jackson', 'Seventh Street', '90', '96101', 'Augsburg', '25-05-2019', 'f', '3', '11-07-1977') 
 INTO PSE1.Kunde VALUES ('1669' , 'Madison', 'Moore', 'Fifth Street', '67', '78866', 'Mönchengladbach', '27-08-2019', 'm', '6', '22-08-1963') 
 INTO PSE1.Kunde VALUES ('1670' , 'Isaac', 'Lewis', 'Seventh Street', '19', '60473', 'Freiburg im Breisgau', '09-12-2019', 'f', '1', '29-09-1977') 
 INTO PSE1.Kunde VALUES ('1671' , 'Ryan', 'Johnson', 'Eighth Street', '74', '40977', 'Dresden', '29-12-2019', 'f', '6', '07-07-1970') 
 INTO PSE1.Kunde VALUES ('1672' , 'Charlotte', 'Miller', 'Elm Street', '95', '11259', 'Freiburg im Breisgau', '16-01-2019', 'f', '7', '29-03-1974') 
 INTO PSE1.Kunde VALUES ('1673' , 'Oliver', 'Garcia', 'Lake Street', '15', '24439', 'Oberhausen', '20-11-2019', 'm', '7', '01-05-1996') 
 INTO PSE1.Kunde VALUES ('1674' , 'Riley', 'Hernandez', 'Main Street', '37', '30419', 'Augsburg', '24-01-2019', 'm', '11', '08-03-1990') 
 INTO PSE1.Kunde VALUES ('1675' , 'Alexander', 'Jackson', 'Washington Street', '48', '12500', 'Hanover', '27-11-2019', 'm', '2', '24-02-1967') 
 INTO PSE1.Kunde VALUES ('1676' , 'Camilla', 'Thompson', 'Washington Street', '46', '60307', 'Hamm', '12-09-2019', 'm', '11', '12-02-1972') 
 INTO PSE1.Kunde VALUES ('1677' , 'Maya', 'Gonzalez', 'Cedar Street', '6', '66359', 'Nuremberg', '15-05-2019', 'm', '7', '02-12-1990') 
 INTO PSE1.Kunde VALUES ('1678' , 'Paisley', 'Thomas', 'Fifth Street', '89', '93308', 'Krefeld', '11-08-2019', 'm', '13', '14-08-2005') 
 INTO PSE1.Kunde VALUES ('1679' , 'Colton', 'Lewis', 'Oak Street', '81', '94900', 'Cologne', '06-07-2019', 'm', '11', '11-06-1963') 
 INTO PSE1.Kunde VALUES ('1680' , 'Everly', 'Robinson', 'Fifth Street', '93', '85324', 'Erfurt', '29-09-2019', 'm', '11', '29-01-1971') 
 INTO PSE1.Kunde VALUES ('1681' , 'Josiah', 'Walker', 'Sixth Street', '57', '85519', 'Dortmund', '03-07-2019', 'm', '4', '01-12-1955') 
 INTO PSE1.Kunde VALUES ('1682' , 'Sarah', 'Perez', 'Park Street', '71', '32695', 'Gelsenkirchen', '28-10-2019', 'm', '12', '02-03-1999') 
 INTO PSE1.Kunde VALUES ('1683' , 'Isaiah', 'Taylor', 'Sixth Street', '37', '62268', 'Dresden', '04-03-2019', 'm', '13', '11-03-2001') 
 INTO PSE1.Kunde VALUES ('1684' , 'Henry', 'Hernandez', 'Cedar Street', '3', '57336', 'Cologne', '29-09-2019', 'f', '11', '21-05-1973') 
 INTO PSE1.Kunde VALUES ('1685' , 'Benjamin', 'Gonzalez', 'Elm Street', '46', '24735', 'Saarbrücken', '04-11-2019', 'm', '10', '12-06-1993') 
 INTO PSE1.Kunde VALUES ('1686' , 'Matthew', 'Jones', 'Cedar Street', '87', '61620', 'Osnabrück', '07-12-2019', 'm', '6', '13-03-1984') 
 INTO PSE1.Kunde VALUES ('1687' , 'Abigail', 'Thompson', 'Maple Street', '99', '45299', 'Mülheim an der Ruhr', '21-05-2019', 'm', '6', '02-11-1967') 
 INTO PSE1.Kunde VALUES ('1688' , 'Mila', 'Martinez', 'Sixth Street', '30', '37330', 'Wiesbaden', '26-04-2019', 'f', '10', '02-03-2004') 
 INTO PSE1.Kunde VALUES ('1689' , 'Jack', 'Anderson', 'First Street', '34', '37187', 'Ludwigshafen am Rhein', '04-06-2019', 'f', '6', '29-12-1984') 
 INTO PSE1.Kunde VALUES ('1690' , 'Caden', 'Rodriguez', 'View Street', '29', '92702', 'Lübeck', '11-05-2019', 'm', '4', '06-06-1994') 
 INTO PSE1.Kunde VALUES ('1691' , 'Aurora', 'Harris', 'Main Street', '10', '13489', 'Hamm', '05-10-2019', 'f', '9', '18-04-2002') 
 INTO PSE1.Kunde VALUES ('1692' , 'Jayce', 'White', 'Seventh Street', '88', '15538', 'Bielefeld', '30-05-2019', 'm', '6', '24-07-1976') 
 INTO PSE1.Kunde VALUES ('1693' , 'Ryan', 'Jackson', 'Ninth Street', '14', '27142', 'Frankfurt am Main', '24-12-2019', 'm', '9', '29-03-1959') 
 INTO PSE1.Kunde VALUES ('1694' , 'Henry', 'White', 'View Street', '31', '57320', 'Oldenburg', '30-05-2019', 'm', '13', '19-04-1994') 
 INTO PSE1.Kunde VALUES ('1695' , 'Aria', 'Lopez', 'Cedar Street', '64', '27796', 'Nuremberg', '12-04-2019', 'm', '2', '08-05-1989') 
 INTO PSE1.Kunde VALUES ('1696' , 'Ryan', 'Davis', 'Second Street', '41', '45063', 'Bonn', '26-04-2019', 'f', '12', '18-10-1977') 
 INTO PSE1.Kunde VALUES ('1697' , 'Harper', 'Johnson', 'Seventh Street', '61', '42394', 'Dortmund', '24-03-2019', 'm', '1', '18-03-1971') 
 INTO PSE1.Kunde VALUES ('1698' , 'Muhammad', 'Walker', 'Fifth Street', '65', '88601', 'Erfurt', '10-08-2019', 'f', '1', '13-09-1976') 
 INTO PSE1.Kunde VALUES ('1699' , 'Layla', 'Harris', 'Third Street', '96', '75839', 'Bonn', '05-10-2019', 'm', '10', '30-07-1981') 
 INTO PSE1.Kunde VALUES ('1700' , 'Aurora', 'Davis', 'Seventh Street', '1', '57517', 'Duisburg', '11-04-2019', 'f', '1', '11-10-1999') 
 INTO PSE1.Kunde VALUES ('1701' , 'Jayden', 'Anderson', 'Sixth Street', '24', '47456', 'Chemnitz', '03-04-2019', 'm', '5', '14-01-1959') 
 INTO PSE1.Kunde VALUES ('1702' , 'Mila', 'Jones', 'Pine Street', '77', '70973', 'Mönchengladbach', '22-10-2019', 'f', '8', '19-05-1958') 
 INTO PSE1.Kunde VALUES ('1703' , 'Luca', 'Williams', 'Washington Street', '19', '30356', 'Bonn', '02-11-2019', 'f', '12', '06-05-1963') 
 INTO PSE1.Kunde VALUES ('1704' , 'Kinsley', 'Brown', 'Lake Street', '37', '88113', 'Krefeld', '31-07-2019', 'f', '4', '06-01-1979') 
 INTO PSE1.Kunde VALUES ('1705' , 'Gianna', 'Hernandez', 'Main Street', '1', '85967', 'Halle', '01-01-2019', 'm', '9', '19-11-1998') 
 INTO PSE1.Kunde VALUES ('1706' , 'Jack', 'Jackson', 'Cedar Street', '36', '88646', 'Erfurt', '30-10-2019', 'm', '4', '08-03-2002') 
 INTO PSE1.Kunde VALUES ('1707' , 'Scarlett', 'Taylor', 'Eighth Street', '98', '36583', 'Berlin', '25-01-2019', 'm', '10', '06-04-1999') 
 INTO PSE1.Kunde VALUES ('1708' , 'Riley', 'Taylor', 'Pine Street', '69', '40162', 'Hagen', '12-11-2019', 'f', '3', '30-09-1989') 
 INTO PSE1.Kunde VALUES ('1709' , 'Aubrey', 'Rodriguez', 'Pine Street', '97', '62125', 'Wuppertal', '06-07-2019', 'm', '12', '23-11-1968') 
 INTO PSE1.Kunde VALUES ('1710' , 'Lily', 'Williams', 'Ninth Street', '93', '68100', 'Hamburg', '16-11-2019', 'm', '7', '05-09-1954') 
 INTO PSE1.Kunde VALUES ('1711' , 'Levi', 'Wilson', 'Sixth Street', '95', '58277', 'Magdeburg', '14-02-2019', 'f', '3', '30-07-1995') 
 INTO PSE1.Kunde VALUES ('1712' , 'Aria', 'Moore', 'Lake Street', '0', '81616', 'Kiel', '02-05-2019', 'f', '11', '03-06-1987') 
 INTO PSE1.Kunde VALUES ('1713' , 'Matthew', 'Moore', 'Lake Street', '84', '33321', 'Düsseldorf', '30-06-2019', 'f', '13', '04-08-1964') 
 INTO PSE1.Kunde VALUES ('1714' , 'Mila', 'Thompson', 'Main Street', '56', '76763', 'Karlsruhe', '04-07-2019', 'm', '8', '10-02-1982') 
 INTO PSE1.Kunde VALUES ('1715' , 'Henry', 'Gonzalez', 'Washington Street', '9', '88370', 'Magdeburg', '20-05-2019', 'm', '3', '25-07-1977') 
 INTO PSE1.Kunde VALUES ('1716' , 'Leo', 'White', 'Sixth Street', '11', '59484', 'Dortmund', '15-08-2019', 'f', '5', '26-04-1978') 
 INTO PSE1.Kunde VALUES ('1717' , 'Ellie', 'Walker', 'Oak Street', '56', '80000', 'Erfurt', '22-10-2019', 'm', '12', '13-05-1952') 
 INTO PSE1.Kunde VALUES ('1718' , 'Lucas', 'Martin', 'Fourth Street', '60', '71353', 'Hanover', '11-02-2019', 'f', '11', '09-10-1959') 
 INTO PSE1.Kunde VALUES ('1719' , 'Maya', 'Taylor', 'First Street', '74', '87855', 'Oberhausen', '21-07-2019', 'f', '1', '24-04-1974') 
 INTO PSE1.Kunde VALUES ('1720' , 'Michael', 'Anderson', 'Maple Street', '74', '90259', 'Ludwigshafen am Rhein', '21-12-2019', 'f', '2', '21-03-1985') 
 INTO PSE1.Kunde VALUES ('1721' , 'Aria', 'Jones', 'First Street', '42', '11403', 'Stuttgart', '22-08-2019', 'm', '9', '15-06-1974') 
 INTO PSE1.Kunde VALUES ('1722' , 'Evelyn', 'Robinson', 'Pine Street', '71', '27636', 'Kassel', '07-10-2019', 'm', '2', '14-12-1960') 
 INTO PSE1.Kunde VALUES ('1723' , 'Cameron', 'Martin', 'Seventh Street', '85', '50583', 'Bochum', '17-01-2019', 'm', '4', '18-03-2000') 
 INTO PSE1.Kunde VALUES ('1724' , 'Jayce', 'Clark', 'Lake Street', '72', '18049', 'Hamburg', '31-01-2019', 'f', '1', '02-08-1977') 
 INTO PSE1.Kunde VALUES ('1725' , 'Zoe', 'White', 'Main Street', '0', '16987', 'Wiesbaden', '06-08-2019', 'm', '12', '04-12-1993') 
 INTO PSE1.Kunde VALUES ('1726' , 'Sarah', 'Thomas', 'Second Street', '62', '38066', 'Hagen', '08-12-2019', 'm', '4', '12-11-1952') 
 INTO PSE1.Kunde VALUES ('1727' , 'Ella', 'White', 'Third Street', '30', '64657', 'Cologne', '18-08-2019', 'f', '4', '18-05-1986') 
